RespondID,CulturalReligBelief,FearNotReadyFaceProblem,FearImmigrationLegal,FocusOtherIssues,HealthServicesTooFarAway,LackInsUnablePay,LackKnowledgeUnderstandNeed,NoAppointmentsAvailableDoctor,WaitTooLongDoctor,LackTransport,LackQualityServices,TooBusyCantGetOffWork,LackofProvidersAcceptInsure,None,Other
11157439953,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11157265408,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11157108200,,,,,,,,,,,Lack of Quality Services,,,,
11157026557,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11156931095,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11156888513,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11156850466,,,,,,,,,,,,,,,
11156829742,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11156806883,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11156792191,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11156783723,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11156770507,,,Fear (Immigration or Legal Status),Focus on Other Issues,,,,No Appointments Available at Doctor When Needed,,,Lack of Quality Services,,,,
11156757930,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11156709964,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11156707039,,,,Focus on Other Issues,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11156688923,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11156644663,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11156634279,,,,,,,,,,,,,,,Money
11156566274,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11156546382,,,,,,,,,,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,These hospitals almost killed my mother and so any other people . Poor management poor staffing. Will not go to a hospital here if I were dying.
11156523841,,,Fear (Immigration or Legal Status),,,,,,,,,,,,
11156513419,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11156490234,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11156465714,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11156356164,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,,,
11156298433,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11156206751,,,,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11156141518,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11154518306,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11154270878,,,,,,,,,,Lack of Transportation,,,,,
11154243190,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11154230975,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11154220690,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11154182451,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11154165750,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,,,,,,
11154046568,,,,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11154032699,,,,,,,,,,Lack of Transportation,,,,,
11154008556,,Fear (Not Ready to Face Health Problem),,,,,,,Have to Wait Too Long at Doctor's Visit,,,,,,lack of competent healthcare staff at the jails
11153960018,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11153935110,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11153928476,,,,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11153918810,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11153903113,,,,,Health Services are Too Far Away,,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11153829852,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11153766917,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,Cosy
11152954615,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11152946199,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11152865758,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,Culturally-Diverse pool of medical providers
11152852941,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11152852098,,,,,,,,,,,Lack of Quality Services,,,,The customer service in most offices is horrific
11152789413,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11152725282,,,,,,,,,,,,,Lack of Providers Who Accept Your Insurance,,
11152605929,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11152424058,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11150856257,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11150755946,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11150513432,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11150490306,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11150285615,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11149917596,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11148814111,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11148656975,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11148417570,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11148396475,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11148395089,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,,,,,,,,Lack of Providers Who Accept Your Insurance,,
11148393012,,,,,Health Services are Too Far Away,,Lack of Knowledge/Understanding of Need,,,,,Too Busy/Can't Get Off Work,,,
11148304045,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11148254681,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,,,
11148199495,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11148183587,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11148043130,,,,,,,,,,,,,,,
11148008740,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11147956480,Cultural/Religious Beliefs,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11147949392,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11147653510,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11147027664,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11146999714,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11146654275,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11146422242,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11145532810,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11145322476,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11144852296,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11144480699,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11144220820,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11144127020,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11143736310,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11143612405,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11142619722,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11142100243,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11142084354,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11142074304,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11142065350,,,,,,,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11142057879,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11142049048,,,,,,,,,,,,,Lack of Providers Who Accept Your Insurance,,
11142041256,,,,,,,,,,,Lack of Quality Services,,,,
11142018502,,,,,,,,,,,,,,,"No insurance and going to be in trouble for it, and not having enough money to pay the bills of a visit!!!"
11141935354,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11141889590,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11141752083,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11141702367,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11141624659,Cultural/Religious Beliefs,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11141615451,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11141494985,Cultural/Religious Beliefs,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11141300188,,Fear (Not Ready to Face Health Problem),,,,,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11141222098,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11141189996,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,Too Busy/Can't Get Off Work,,,
11140998605,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11140985811,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11140913133,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,,,,,,
11140846801,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11140704603,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11140698385,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11140698362,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11140419656,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,No Primary Care Services at the Health Department
11140388179,,,,,,,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11140355196,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11140347387,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11140220155,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,Cost prohibitive
11140205095,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11140194394,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11140192296,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11139150276,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11138936139,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11138862235,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11138743825,,,,,,,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11138715314,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11138592710,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11138538785,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11138529217,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,Insurance deductibles and co-pays are not affordable.
11138507458,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11138498002,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11138487982,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11138466300,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,CCPS Terrible Insurance that Denies Legitimate Claims
11138393879,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11138376727,,,,,Health Services are Too Far Away,,Lack of Knowledge/Understanding of Need,,,,,,,,
11138316364,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11138313382,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11138287555,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,poor healthcare all around
11138224081,,,,,,,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11138157561,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11138137550,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11138106278,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11138045847,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11138019849,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11138005454,Cultural/Religious Beliefs,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137992851,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137989208,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137960114,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11137925107,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137916021,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11137915849,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
11137910097,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137886188,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,Too Busy/Can't Get Off Work,,,
11137873081,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,Lack of Providers Who Accept Your Insurance,,
11137848033,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137754131,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137741790,,,,,,,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,NOT AFFORDABLE FOR EVERYONE INCLUDING THOSE W/ INSURANCE
11137720527,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137712299,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11137706303,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137686816,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137678063,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11137657646,,,,,,,,,,Lack of Transportation,,,,,
11137629966,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11137621463,,,,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,Too Busy/Can't Get Off Work,,,
11137547682,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11137546607,,,,,,,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137545749,,,,,,,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11137542900,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11137538172,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137534789,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11137526471,Cultural/Religious Beliefs,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137498875,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11137497087,,,,,,,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11137490425,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,Lack of Providers Who Accept Your Insurance,,
11137488277,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11137482537,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11137478115,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137477086,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11137458593,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11137393620,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11137392091,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11137384639,,Fear (Not Ready to Face Health Problem),,,,,,,,,,Too Busy/Can't Get Off Work,,,
11137355166,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11137324489,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137323791,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137322976,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11137319635,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137309348,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137278716,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11137273171,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11137271754,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,"Cost of visits are to high and copays to high easier to skip dr wait until you know you will be able to make high deductible , if you had nothing and did not work you can get more help with health care it is much worse for any middle class person.   (sick)"
11137269279,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11137253190,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137246262,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137244681,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11137229215,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137226266,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11137221627,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137214994,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,Lack of good doctors
11137206795,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11137203855,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137197785,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137189640,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11137180438,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11137179856,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11137168034,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137162033,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11137155503,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
