RespondentID,Child Abuse/Neglect,ChronicDisease,LonelinessIsolation,DomesticViolence,Crime,DentalProblems,CostofHousing,DrugAlcohol,PeoplenotGetVaccImmun,SedentaryLifestyle,Smoking/VapingTobaccoUse,FirearmRelatedInjuries,GunViolence,Suicide,ElderAbuse/Neglect,MentalHealthProblems,Obesity,SexuallyTransmittedDiseases,Rape/SexualAssault,AgingProblems,Homelessness,QualityNutrition,SeniorCare,AccessSpecialtyCare,LackofFood,CulturalConcerns,AccesstoPrimaryCare,TeenPregnancy,Dementia/Alzheimer,Other
11137067519,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,,People not Getting Vaccinations/Immunizations,,,,,Suicide,,,,,,,,Quality Nutrition,,,,,,,,
11137066390,Child Abuse/Neglect,,,,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,,,Access to Primary Care,,,
11137065810,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,People not Getting Vaccinations/Immunizations,,,,,,Elder Abuse/Neglect,,Obesity,,,,,,,,,,,,,
11137065271,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,Senior Care,,,,,,Dementia/Alzheimer,
11137062434,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11137057202,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,Obesity,,,,,Quality Nutrition,,,,,,,,
11137055157,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,,Obesity,,,,Homelessness,,,,,,,,,
11137051829,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,Teenage Pregnancy,,
11137051255,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11137049306,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11137048670,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11137045372,Child Abuse/Neglect,,Loneliness /Isolation,,,,,,,,,,,Suicide,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11137044019,Child Abuse/Neglect,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,,,Senior Care,,,,,,,
11137035274,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11137034761,,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,Mental Health Problems,Obesity,,,,Homelessness,,,,,,,,,
11137032978,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,Senior Care,,,,,,,
11137028862,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,,Teenage Pregnancy,,
11137022470,,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,Teenage Pregnancy,,
11137020986,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11137017264,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,Quality Nutrition,,,Lack of Food,,,,,
11137010616,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,,,,,
11137009190,,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,Healthcare costs in general
11137001398,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136998009,,,,,,,,,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136996319,,,,,,,,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11136989188,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11136977073,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,Lack of Food,,Access to Primary Care,,,
11136972642,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136966719,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,Access to Specialty Care,,,,,,
11136962243,,,,,,Dental Problems,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,,,,,,Dementia/Alzheimer,
11136961866,,,,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,Obesity,,,,,,,,,,Access to Primary Care,,,
11136959430,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136957508,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11136949762,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136949282,Child Abuse/Neglect,,,,Crime,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11136947817,Child Abuse/Neglect,,,Domestic Violence,Crime,,,,,,,,,,,,,,Rape/Sexual Assault,,,,Senior Care,,,,,,,
11136943624,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,Access to Primary Care,,,
11136942467,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11136939265,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11136938345,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136933756,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,,,,,,,,,,,,,,,
11136929606,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11136928200,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136925399,,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,,,,,,,Access to Primary Care,,,
11136922560,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11136921897,,,,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,Quality Nutrition,,,,,,,,
11136914706,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11136913683,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136911984,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11136911694,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11136910108,,,,,,,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",Firearm-Related Injuries,,Suicide,,,Obesity,,,,,,,,,,,,,
11136907052,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136905064,,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11136903223,Child Abuse/Neglect,,,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,,,Quality Nutrition,,,,,,,,
11136901693,Child Abuse/Neglect,,,,Crime,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,Quality Nutrition,,,,,,,,
11136901330,,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136897266,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,,,,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11136894826,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136894754,,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,Senior Care,,,,,,,
11136891896,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11136891159,,,,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11136888889,,,,,Crime,,,,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,Lack of Food,,,,,
11136887792,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,Cultural Concerns,Access to Primary Care,,,
11136887703,,,Loneliness /Isolation,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,Gun Violence,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11136887637,Child Abuse/Neglect,,,,,,,,,,,,,Suicide,,Mental Health Problems,,,Rape/Sexual Assault,,,,,Access to Specialty Care,,,,,,
11136885974,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136882740,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,Lack of Food,,,,,
11136882470,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,,,Quality Nutrition,,,,,,,,
11136880612,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,Quality Nutrition,,,,Cultural Concerns,Access to Primary Care,,,
11136880559,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,,,Cultural Concerns,,,,public transportation.  A bus along tamiami trail between PG and PC would be great for the teens and young adults.
11136880440,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,Obesity,,,,,Quality Nutrition,,,,,Access to Primary Care,,,
11136876890,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11136873488,Child Abuse/Neglect,,,,,,,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,Obesity,,,,,,,,Lack of Food,,,,,
11136872757,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11136869774,,,,,,Dental Problems,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,,,,,,,Dementia/Alzheimer,
11136869415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136868205,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,Access to Specialty Care,,,,Teenage Pregnancy,,
11136868180,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,,
11136867502,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,Lack of Food,,,,,
11136866712,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,,,,,,
11136863703,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136862974,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,Cost of Housing,Drug/Alcohol,,,,,,,,,Obesity,,,,,,,,,,,,,
11136862588,,,,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11136862057,,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11136859429,,,Loneliness /Isolation,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,,,,,Teenage Pregnancy,,
11136857682,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136857642,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,,Suicide,,Mental Health Problems,,,Rape/Sexual Assault,,,,,,,,,,,
11136857290,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,Obesity,,,,,Quality Nutrition,,,,,,,,
11136856698,,,Loneliness /Isolation,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,,Access to Primary Care,,,
11136856058,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136854536,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11136853806,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,Lack of Food,,,,,
11136852442,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,Obesity,,,,,,,,Lack of Food,,,,,
11136850845,,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11136848277,Child Abuse/Neglect,,,Domestic Violence,Crime,,,,,,,,,,,,Obesity,,,,Homelessness,,,,,,,,,
11136847230,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,,,,,Access to Primary Care,,,
11136846678,Child Abuse/Neglect,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11136716294,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11136582696,Child Abuse/Neglect,,Loneliness /Isolation,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11135885066,Child Abuse/Neglect,,,,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,available affordable housing
11135847177,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11135844893,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,Lack of Food,,,,,
11135725170,,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,Access to Specialty Care,,,,Teenage Pregnancy,,
11135723825,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,Senior Care,,,,,,,
11135361559,,,,,,Dental Problems,Cost of Housing,,,,,,,,,,,,,,,Quality Nutrition,,,Lack of Food,,,,,HIV AIDS
11135337524,,,,,,,Cost of Housing,,,,,,,,,,,Sexually Transmitted Diseases (STDs),,,,Quality Nutrition,,,Lack of Food,,Access to Primary Care,,,
11134266915,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,Senior Care,,,,,Teenage Pregnancy,,
11134053340,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11133960112,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,,,,,,,
11133846050,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11133831339,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,,,,,,,,,,,,Access to Primary Care,,,
11133776748,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,Aging Problems,,,,,,,,,Dementia/Alzheimer,
11133720675,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,Access to Primary Care,,Dementia/Alzheimer,
11132490960,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11132439930,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11132293435,,,Loneliness /Isolation,,,,,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,Senior Care,Access to Specialty Care,,,,,,
11132278959,,,Loneliness /Isolation,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,,,,,Aging Problems,,,,,,,,,,Lack of Financial Knowledge - Credit Awareness
11131228070,,,Loneliness /Isolation,,,,,Drug/Alcohol,,,,,Gun Violence,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11129974751,,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11129954385,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11129761694,,,Loneliness /Isolation,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,Lack of Food,,,,,
11129747416,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,Dementia/Alzheimer,
11129603299,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,,,Dementia/Alzheimer,
11129592957,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),,,,Suicide,,,,,,,,,,,,,,,,
11129584688,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,,,,,,,,,
11129574311,,,,,,Dental Problems,Cost of Housing,,,,,,,,,,,,,,,Quality Nutrition,,,,,,,,
11129574281,,,,,,,,,,,,,,,,,,,,,,Quality Nutrition,Senior Care,,,,Access to Primary Care,,,
11129563657,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11129552498,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,Rape/Sexual Assault,,,,,,,,,,,
11129545774,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,Quality Nutrition,,,,,,,,Lack of good sidewalks for walkers/kids going to school
11129540797,Child Abuse/Neglect,,,,Crime,,,,,,,,Gun Violence,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11129532913,,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11129523739,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,Aging Problems,,,,,,,,,,
11129512504,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11129468806,Child Abuse/Neglect,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11129398036,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,Dental Problems,,,,,,,,,,,Obesity,,,,,,,,,,,,,Financial Wellness
11129285910,,,Loneliness /Isolation,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11128857166,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,Aging Problems,Homelessness,,,,,,Access to Primary Care,,,
11128840140,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11128584788,,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11128582891,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,Senior Care,,,,,,,
11128504549,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,Quality Nutrition,,,,,Access to Primary Care,,,
11128388177,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11128346916,,,,,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,,,,,,,,,,,Aging Problems,,Quality Nutrition,,,,,Access to Primary Care,,,
11128320949,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,Firearm-Related Injuries,,Suicide,,,,,Rape/Sexual Assault,,,,,,,,,,,
11127986001,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,Cost of Housing,,,,,,,,,,Obesity,,,Aging Problems,,,,,,,,,,
11127057939,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11126670689,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,Lack of Food,,,,,
11126574267,,,,Domestic Violence,,,Cost of Housing,,,,,,,Suicide,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11126531114,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,Gun Violence,,,,,,,,,,,,,,Access to Primary Care,,,Income Inequality
11126456021,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,Quality Nutrition,,,,,,,,
11126413787,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,,Mental Health Problems,Obesity,,,,,Quality Nutrition,,,,,,,,
11126303848,Child Abuse/Neglect,,,,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11126297936,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,,,Senior Care,,,,,,,
11126081921,,,Loneliness /Isolation,,,Dental Problems,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,Homelessness,,,,,,,,,
11126004524,,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11125875565,,,Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,Sexually Transmitted Diseases (STDs),,,Homelessness,,,,,,,,,
11125872405,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,Firearm-Related Injuries,Gun Violence,,Elder Abuse/Neglect,,,,,,,,,,,,,,,
11125819783,Child Abuse/Neglect,,,Domestic Violence,Crime,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11125758261,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,,,,,,,,
11125622848,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,,,Obesity,,,,,Quality Nutrition,Senior Care,,,,,,Dementia/Alzheimer,
11125601473,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,Senior Care,,,,,,,Employment
