Respondent ID,ResidencyStatus,Age,Gender,Race,Ethnicity,PrimaryLang,LangOther,MedicalnsuranceType,InsuranceOther,ChildUnder18inHome,Employed,ResidenceType,ResidenceOther,IncomeRange,SizeHousehold,ZipCode,HousingBurdened,MaritalStatus,HighestLevelEd
11137168034,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33948,Yes,Married,Some College
11137162033,,,,,,,,,,,,,,,,,,,
11137155503,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",2,33983,No,Divorced,Bachelor's Degree
11137150343,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",4,33954,Yes,Married,Bachelor's Degree
11137147920,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33952,Yes,Divorced,Bachelor's Degree
11137139654,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33954,Yes,Married,Advance Degree (Masters or Doctorate)
11137137366,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34224,Not Sure,Married,High School Diploma/GED
11137134057,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33948,Yes,Married,Associate's Degree
11137129074,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),School,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33983,Yes,Married,Associate's Degree
11137126379,Permanent,60 and over,Female,,,English,,Private insurance,,No,Full Time,Own a Home,,,,34224,No,Married,Some College
11137125150,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,22983,Yes,Divorced,Advance Degree (Masters or Doctorate)
11137119273,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33952,Yes,Divorced,High School Diploma/GED
11137113390,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,34287,No,Married,Associate's Degree
11137113159,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33955,Yes,Divorced,Some College
11137106222,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33952,No,Married,Associate's Degree
11137105933,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,34286,No,Married,Some College
11137104397,,,,,,,,,,,,,,,,,,,
11137103951,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33954,Yes,Married,Advance Degree (Masters or Doctorate)
11137102446,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,,3,33950,No,Married,Bachelor's Degree
11137088135,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33952,No,Married,Some College
11137085697,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Some College
11137082722,Permanent,60 and over,,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Other (please specify),parsonage/ minister's home,"$90,001 to $150,000",2,34223,No,Married,Bachelor's Degree
11137079779,Permanent,60 and over,Male,Mixed,Hispanic or Latino,Spanish,,Other (please specify),Private and Medicare/Medicaid,No,Retired,Own a Home,,"$90,001 to $150,000",2,33982,Not Sure,Married,Bachelor's Degree
11137078837,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33952,No,Married,Advance Degree (Masters or Doctorate)
11137078151,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,Yes,Married,Bachelor's Degree
11137072694,Permanent,35-59,Female,White,Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",5,33948,Yes,Single,Bachelor's Degree
11137067939,Seasonal,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,,,"Less than $15,000",,,Not Sure,Married,Some High School or Less
11137067519,Permanent,60 and over,Female,,,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33952,No,Married,Advance Degree (Masters or Doctorate)
11137066390,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$90,001 to $150,000",3,33950,Not Sure,Married,Advance Degree (Masters or Doctorate)
11137065810,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Other (please specify),TriCare,No,Full Time,Own a Home,,"$90,001 to $150,000",4,33950,Yes,Married,Bachelor's Degree
11137065271,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",3,33948,No,Married,Advance Degree (Masters or Doctorate)
11137062434,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),through employer,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33955,Yes,Married,Bachelor's Degree
11137057202,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34285,Yes,Single,Advance Degree (Masters or Doctorate)
11137055157,,,,,,,,,,,,,,,,,,,
11137051829,,,,,,,,,,,,,,,,,,,
11137051255,Permanent,60 and over,Female,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33952,Yes,Married,Some College
11137049306,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33947,No,Married,Advance Degree (Masters or Doctorate)
11137048670,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,34286,No,Married,Bachelor's Degree
11137045372,Permanent,35-59,Female,White,,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",3,34224,Yes,Married,Associate's Degree
11137044019,,,,,,,,,,,,,,,,,,,
11137035274,Permanent,35-59,Female,Mixed,Hispanic or Latino,English,,Other (please specify),School health insurance,Yes,Full Time,Own a Home,,"$15,000 to $45,000",4,34224,No,Widowed,Associate's Degree
11137034761,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33952,Yes,Married,Bachelor's Degree
11137032978,Permanent,35-59,Female,Asian,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",4,33980,Yes,Married,Advance Degree (Masters or Doctorate)
11137028862,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33950,Not Sure,Divorced,Some College
11137022470,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Other (please specify),Group insurance through Charlotte Public Schools,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,33954,Yes,Married,High School Diploma/GED
11137020986,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,34224,Yes,Married,Associate's Degree
11137017264,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Other (please specify),Charlotte County Schools,Yes,Full Time,Own a Home,,"$15,000 to $45,000",5,33983,No,Married,Bachelor's Degree
11137010616,Permanent,35-59,Female,Mixed,Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",4,339839,No,Married,High School Diploma/GED
11137009190,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$45,001 to $90,000",3,33948,Yes,Single,Bachelor's Degree
11137001398,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",5,33983,Yes,Single,Some College
11136998009,Permanent,60 and over,Female,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2/3  My disabled bother lives with us seasonally,33954,Yes,Married,High School Diploma/GED
11136996319,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,,Full Time,Own a Home,,"$90,001 to $150,000",4,33955,No,Married,Advance Degree (Masters or Doctorate)
11136989188,,,,,,,,,,,,,,,,,,,
11136977073,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Some College
11136972642,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",Four,33950,Yes,Married,Advance Degree (Masters or Doctorate)
11136966719,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33983,No,Married,Advance Degree (Masters or Doctorate)
11136962243,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",5,33952,Yes,Divorced,Bachelor's Degree
11136961866,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33980,Yes,Married,Advance Degree (Masters or Doctorate)
11136959430,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),UMR,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33982,Yes,Married,High School Diploma/GED
11136957508,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),United Health Care through work,No,Full Time,Own a Home,,"$90,001 to $150,000",2,34231,No,Married,Advance Degree (Masters or Doctorate)
11136949762,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",4,33952,No,Married,Advance Degree (Masters or Doctorate)
11136949282,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",2,33952,No,Single,Advance Degree (Masters or Doctorate)
11136947817,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,,,"$45,001 to $90,000",2,33983,No,Married,High School Diploma/GED
11136943624,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33982,Yes,Married,Bachelor's Degree
11136942467,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33952,Yes,Married,Advance Degree (Masters or Doctorate)
11136939265,Permanent,60 and over,Female,,,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33983,Yes,Married,Some College
11136938345,,,,,,,,,,,,,,,,,,,
11136933756,,,,,,,,,,,,,,,,,,,
11136929606,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33981,No,Single,Some College
11136928200,,,,,,,,,,,,,,,,,,,
11136925399,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33950,Not Sure,Married,Advance Degree (Masters or Doctorate)
11136922560,,,,,,,,,,,,,,,,,,,
11136921897,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",2,34289,No,Married,Advance Degree (Masters or Doctorate)
11136914706,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"Over $150,000",2,33950,Yes,Married,Advance Degree (Masters or Doctorate)
11136913683,"Work in the County, but live outside",35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33909,Yes,Married,Bachelor's Degree
11136911984,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33948,No,Married,Bachelor's Degree
11136911694,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34286,No,Married,Bachelor's Degree
11136910108,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33952,No,Widowed,Some College
11136907052,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Part Time,Own a Home,,"$45,001 to $90,000",2,33952,No,Widowed,Advance Degree (Masters or Doctorate)
11136905064,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),CCPS,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",4,33948,No,Married,Some College
11136903223,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33981,Yes,Married,Bachelor's Degree
11136901693,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,34224,No,Married,Advance Degree (Masters or Doctorate)
11136901330,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$45,001 to $90,000",3,33952,Yes,Single,Associate's Degree
11136897266,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Part Time,Own a Home,,"$15,000 to $45,000",6,33952,Not Sure,Married,Advance Degree (Masters or Doctorate)
11136894826,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$15,000 to $45,000",3,33948,Not Sure,Married,High School Diploma/GED
11136894754,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,Yes,Married,Bachelor's Degree
11136891896,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",4,33948,No,Single,Advance Degree (Masters or Doctorate)
11136891159,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,High School Diploma/GED
11136888889,"Work in the County, but live outside",18-34,Other,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",4,34266,Yes,Single,Bachelor's Degree
11136887792,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33983,No,Married,Advance Degree (Masters or Doctorate)
11136887703,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33948,No,Married,Advance Degree (Masters or Doctorate)
11136887637,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33955,No,Married,Associate's Degree
11136885974,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",8,33952,Yes,Married,Advance Degree (Masters or Doctorate)
11136882740,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",4,33948,Yes,Single,Some College
11136882470,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33950,Yes,Single,Advance Degree (Masters or Doctorate)
11136880612,"Work in the County, but live outside",35-59,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",4,34286,Yes,Single,Associate's Degree
11136880559,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),tricare,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33950,No,Single,Bachelor's Degree
11136880440,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Live with Others,,"$45,001 to $90,000",7,34224,Yes,Married,Bachelor's Degree
11136876890,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),Through Work,No,Full Time,Own a Home,,"$45,001 to $90,000",4,33981,No,Married,Associate's Degree
11136873488,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$45,001 to $90,000",1,34224,Yes,Single,Advance Degree (Masters or Doctorate)
11136872757,Permanent,35-59,Male,Asian,Not Hispanic or Latino,English,,Other (please specify),school,No,Full Time,Live with Others,,"$45,001 to $90,000",3,33950,Not Sure,Single,Bachelor's Degree
11136869774,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",4,33950,Yes,Married,Bachelor's Degree
11136869415,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),School Board,No,Full Time,Own a Home,,,,,,,
11136868205,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33983,Yes,Single,Associate's Degree
11136868180,Permanent,35-59,Female,White,,English,,Other (please specify),job provide insurance but high deductible,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33953,No,Married,Some College
11136867502,Permanent,35-59,Other,Other,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,Own a Home,,"$15,000 to $45,000",2,34223,Not Sure,Married,Bachelor's Degree
11136866712,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",4,33954,Not Sure,Married,Some College
11136863703,,,,,,,,,,,,,,,,,,,
11136862974,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",4,33950,No,Married,Advance Degree (Masters or Doctorate)
11136862588,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,High School Diploma/GED
11136862057,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",3,34224,Yes,Widowed,Associate's Degree
11136859429,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33980,Yes,Married,Advance Degree (Masters or Doctorate)
11136857682,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),Job related insurance,No,Full Time,Other (please specify),Rent a condo,"$15,000 to $45,000",1,33980,No,Widowed,High School Diploma/GED
11136857642,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",2,33952,Yes,Single,High School Diploma/GED
11136857290,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,34223,No,Married,Bachelor's Degree
11136856698,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33981,Yes,Single,Bachelor's Degree
11136856058,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",3,33950,No,Single,Bachelor's Degree
11136854536,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33948,No,Married,Associate's Degree
11136853806,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",3,33952,No,Married,High School Diploma/GED
11136852442,Permanent,18-34,Male,Asian,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$45,001 to $90,000",4,33952,No,Single,Advance Degree (Masters or Doctorate)
11136850845,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,34224,No,Married,Bachelor's Degree
11136848277,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33948,No,Married,Associate's Degree
11136847230,,,,,,,,,,,,,,,,,,,
11136846678,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",4,33982,Yes,Married,Some College
11136716294,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",one right now,33952,Yes,Single,Some College
11136582696,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),Job insurance,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33952,No,Married,Bachelor's Degree
11135885066,,60 and over,,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33982,No,Married,Advance Degree (Masters or Doctorate)
11135847177,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",4,33954,Yes,Married,Associate's Degree
11135844893,Seasonal,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33950,No,Married,Bachelor's Degree
11135725170,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33950,Yes,Married,Advance Degree (Masters or Doctorate)
11135723825,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Over $150,000",2,Xx 33950,No,Married,Advance Degree (Masters or Doctorate)
11135361559,Permanent,60 and over,Male,Other,Hispanic or Latino,English,,Medicare/Medicaid,,No,Unemployed,Live with Others,,"$15,000 to $45,000",2,33954,Yes,Divorced,High School Diploma/GED
11135337524,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Rent a Home,,"$15,000 to $45,000",3,34950,Yes,Married,High School Diploma/GED
11134266915,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Other (please specify),Tricare for Life and Medicare,No,Retired,Own a Home,,"$90,001 to $150,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11134053340,Permanent,60 and over,Male,Asian,Not Hispanic or Latino,Other (please specify),Vietnamese,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Bachelor's Degree
11133960112,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33981,No,Married,Advance Degree (Masters or Doctorate)
11133846050,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",5,33982,No,Married,Advance Degree (Masters or Doctorate)
11133831339,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33983,No,Married,Bachelor's Degree
11133776748,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),Tricare Select + supplement,No,Part Time,Own a Home,,"$45,001 to $90,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11133720675,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",5,33983,Yes,Married,Associate's Degree
11132490960,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Part Time,Own a Home,,"$15,000 to $45,000",2,34224,No,Divorced,Bachelor's Degree
11132439930,None of the above,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",4,33981,Not Sure,Married,High School Diploma/GED
11132293435,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",Two,33948,Yes,Married,Some College
11132278959,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",,,Yes,Married,Some College
11131228070,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",3,33952,Yes,Married,High School Diploma/GED
11129974751,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,Live with Others,,"$15,000 to $45,000",3,33952,Not Sure,Single,Some College
11129954385,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",3,33983,Yes,Married,Some College
11129761694,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33980,No,Married,Associate's Degree
11129747416,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",4,33950,No,Married,Advance Degree (Masters or Doctorate)
11129603299,Permanent,35-59,Female,Other,Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33954,Yes,Married,Advance Degree (Masters or Doctorate)
11129592957,Temporary,35-59,Male,Mixed,,English,,Medicare/Medicaid,,Yes,Unemployed,,,"Less than $15,000",4,33952,Not Sure,Single,Some High School or Less
11129584688,Temporary,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Other (please specify),In a shelter,"Less than $15,000",1,33948,Not Sure,Divorced,Some College
11129574311,Permanent,18-34,Female,White,,English,,No Insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33954,Yes,Married,Bachelor's Degree
11129574281,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33948,Yes,Single,Bachelor's Degree
11129563657,Permanent,35-59,,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33948,No,Married,Advance Degree (Masters or Doctorate)
11129552498,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",5,33980,Yes,Married,Bachelor's Degree
11129545774,Permanent,60 and over,Male,White,,English,,Other (please specify),Private and Medicare/Medicaid,No,Retired,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Advance Degree (Masters or Doctorate)
11129540797,Permanent,60 and over,Male,Black or African American,,English,,Private insurance,,No,Part Time,Own a Home,,"$90,001 to $150,000",2,33981,Yes,Married,Advance Degree (Masters or Doctorate)
11129532913,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33982,Yes,Married,Some College
