RespondID,HealthierMenuOptionsRest,FreeLowCostSportsEquip,AccessTrailsParks,CounselingSupport,WellMaintainedSidewalks,HealthEducationWellnessProg,AffordableSportsRecActiv,FarmersMarkets,CommunityGardens,SmokeFreeEnviron,MentalHealthSupportProg,AdequateAfterSchoolProg,DiversityTolerantPop,AffordableHousing,HighQualJobs,ArtsCulturalEvents,CleanEnviron,TransportationOptions,LowCrimeSafeNeighborhoods,ReligiousSpiritualValues,Churches,QualEducGoodSchools,Other
11137147920,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,,,,,Transportation Options,,,,Quality Education (Good Schools),
11137139654,,,Access to Trails and Parks,Counseling & Support,,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,Mental Health Support Programs,,,,,,,,,,,,
11137137366,,,,,,,,,,,,,,,High Quality Jobs,,,,,,,,
11137134057,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,High Quality Jobs,,,Transportation Options,,,,,
11137129074,,Free or Low Cost Sports Equipment,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11137126379,,,,,,,,Farmers Markets,,Smoke-Free Environment,,Adequate After-School Programs,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11137125150,,,,,,,,,,,,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,,,,,
11137119273,,,,Counseling & Support,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11137113390,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,,,,,,,,
11137113159,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11137106222,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11137105933,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,High Quality Jobs,,,,,,,,
11137104397,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11137103951,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,Community Gardens,,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11137102446,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11137088135,,,,,,,,Farmers Markets,,,,,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11137085697,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11137082722,,,,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11137079779,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,,
11137078837,,,,Counseling & Support,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11137078151,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11137072694,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,,
11137067939,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11137067519,,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,,,,Clean Environment,,,,,,
11137066390,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11137065810,,,,,,Health Education/Wellness Programs,,Farmers Markets,,,,Adequate After-School Programs,,,High Quality Jobs,,Clean Environment,,,,,,
11137065271,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,,,,,
11137062434,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,Farmers Markets,Community Gardens,Smoke-Free Environment,Mental Health Support Programs,,,,,Arts and Cultural Events,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11137057202,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,Health Education/Wellness Programs,,Farmers Markets,Community Gardens,,,Adequate After-School Programs,A Diversity-Tolerant Population,,,,Clean Environment,,,,,,
11137055157,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,Community Gardens,,Mental Health Support Programs,,,,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11137051829,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,,,,,,
11137051255,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,,
11137049306,Healthier Menu Options at Restaurants,,Access to Trails and Parks,Counseling & Support,,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11137048670,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11137045372,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11137044019,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,Smoke-Free Environment,,,,,,,,,,Religious and Spiritual Values,,Quality Education (Good Schools),
11137035274,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11137034761,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,,High Quality Jobs,,,Transportation Options,,,,,
11137032978,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,,,,,,Low Crime/Safe Neighborhoods,,,,
11137028862,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11137022470,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,Churches,,
11137020986,,,,,,,,,,,,,,,,,,,,,,Quality Education (Good Schools),
11137017264,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11137010616,,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11137009190,,,,Counseling & Support,,,,,Community Gardens,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,,
11137001398,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11136998009,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,Programs for Adults with Mental Disabilities and housing for them.
11136996319,,,,,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11136989188,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,,,,,,,,,,,,Quality Education (Good Schools),
11136977073,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11136972642,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,Religious and Spiritual Values,,,
11136966719,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,,,,,,,,,,
11136962243,,Free or Low Cost Sports Equipment,,Counseling & Support,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,Community Gardens,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,,
11136961866,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,,Adequate After-School Programs,,,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11136959430,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11136957508,,,,,,,,,,,,,,,,,,,,,,,Affordable insurance
11136949762,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11136949282,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,A Diversity-Tolerant Population,,,,,Transportation Options,,,,,
11136947817,,,,,,,,,,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11136943624,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,Transportation Options,,,,,
11136942467,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,,,,,,,,,,Quality Education (Good Schools),
11136939265,,,,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11136938345,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11136933756,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11136929606,,,,Counseling & Support,,,,,Community Gardens,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11136928200,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11136925399,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11136922560,,,,,,,,,,,,,,,,,,,,,,,
11136921897,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,,,,Transportation Options,,,,Quality Education (Good Schools),
11136914706,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,,,,,,,,
11136913683,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11136911984,,,,,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,,,,,,,Churches,Quality Education (Good Schools),
11136911694,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,,,,,,,
11136910108,,,,,,,,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11136907052,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11136905064,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11136903223,,,,,,,,,,Smoke-Free Environment,,,,,High Quality Jobs,,,Transportation Options,,,,,
11136901693,Healthier Menu Options at Restaurants,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11136901330,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11136897266,,,,,Well-Maintained Sidewalks,,,,Community Gardens,,,,,,,,,,,,,,
11136894826,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11136894754,,,,,Well-Maintained Sidewalks,,,,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11136891896,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,Mental Health Support Programs,,,,High Quality Jobs,,,Transportation Options,,,,,
11136891159,Healthier Menu Options at Restaurants,,,,,,,,,,,,,,High Quality Jobs,,Clean Environment,Transportation Options,,,,,
11136888889,,Free or Low Cost Sports Equipment,Access to Trails and Parks,Counseling & Support,,,Affordable Sports and Recreation Activities,,Community Gardens,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,Clean Environment,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11136887792,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,,,,,,
11136887703,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,,,,,,,,Quality Education (Good Schools),
11136887637,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,,,,,
11136885974,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11136882740,,Free or Low Cost Sports Equipment,,,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11136882470,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,High Quality Jobs,,,,,,,,
11136880612,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,,,,,,,,
11136880559,,,,,,,,,Community Gardens,,,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11136880440,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11136876890,,Free or Low Cost Sports Equipment,,Counseling & Support,,,,,,,,,,Affordable Housing,,,,,,,,,
11136873488,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,,,,,,,,,,
11136872757,,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11136869774,,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11136869415,,,,,,,,,,,,,,,,,,,,,,,
11136868205,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11136868180,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,Quality Education (Good Schools),
11136867502,,,,,,,,,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11136866712,,,Access to Trails and Parks,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11136863703,,,Access to Trails and Parks,,,,,,,,,,,,High Quality Jobs,,Clean Environment,,,Religious and Spiritual Values,Churches,,
11136862974,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11136862588,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11136862057,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,more medical professionals
11136859429,,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11136857682,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11136857642,,,,,,,,Farmers Markets,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11136857290,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,Farmers Markets,Community Gardens,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11136856698,,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11136856058,,Free or Low Cost Sports Equipment,,Counseling & Support,,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,Arts and Cultural Events,Clean Environment,,,,,Quality Education (Good Schools),
11136854536,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,,Adequate After-School Programs,,,High Quality Jobs,,,Transportation Options,,,,,
11136853806,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,,Community Gardens,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11136852442,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,High Quality Jobs,,,,,,,,
11136850845,,,Access to Trails and Parks,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,,,,,,,,Quality Education (Good Schools),
11136848277,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,Churches,,
11136847230,,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,,,,,,Adequate After-School Programs,,,High Quality Jobs,,Clean Environment,,,,,,
11136846678,,,,,,Health Education/Wellness Programs,,,,,,,,,,,,,,,,,
11136716294,,,,Counseling & Support,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11136582696,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,,Transportation Options,,Religious and Spiritual Values,,,
11135885066,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,,,A Diversity-Tolerant Population,,,,,,,,,,
11135847177,,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11135844893,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11135725170,Healthier Menu Options at Restaurants,,,,,,Affordable Sports and Recreation Activities,,,,,,,,,,,,,Religious and Spiritual Values,,,
11135723825,,,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,Quality Education (Good Schools),
11135361559,,,,,,,,Farmers Markets,,,,,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11135337524,,,,,,,,Farmers Markets,,,,,A Diversity-Tolerant Population,Affordable Housing,,,,Transportation Options,,,,,
11134266915,,,,,,,,,,Smoke-Free Environment,,,,Affordable Housing,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11134053340,,,,,,,,,,,,,,,,,Clean Environment,,,,,,
11133960112,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11133846050,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,,Adequate After-School Programs,,,,,,,,,,,
11133831339,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11133776748,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11133720675,,,Access to Trails and Parks,Counseling & Support,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11132490960,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11132439930,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11132293435,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11132278959,,,,Counseling & Support,,,,,,Smoke-Free Environment,,,,,,,,,,,,,Managing Household Finances
11131228070,,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11129974751,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,,,,Low Crime/Safe Neighborhoods,,,,
11129954385,,,,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11129761694,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,Transportation Options,,,,Quality Education (Good Schools),
11129747416,,,,,,,,,,,,,,,,,,,,,,Quality Education (Good Schools),
11129603299,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11129592957,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,,Farmers Markets,,,Mental Health Support Programs,,,,,,,Transportation Options,,,,,
11129584688,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,Churches,,
11129574311,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11129574281,,,,,Well-Maintained Sidewalks,,,,,,,,,,,Arts and Cultural Events,,,,,,,
11129563657,,,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11129552498,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11129545774,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11129540797,,,,,,,,,,,,,A Diversity-Tolerant Population,,,,,,,,,,
11129532913,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11129523739,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,,
11129512504,,,,,,,,,Community Gardens,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11129468806,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11129398036,,,,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,,High Quality Jobs,Arts and Cultural Events,,,,,,,
11129285910,,Free or Low Cost Sports Equipment,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,Churches,,
11128857166,,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11128840140,,,,,,,,,,,,,,,,,,,,Religious and Spiritual Values,,,
11128584788,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11128582891,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11128504549,,Free or Low Cost Sports Equipment,,,,,,Farmers Markets,,,Mental Health Support Programs,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11128388177,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11128346916,,Free or Low Cost Sports Equipment,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11128320949,,,,Counseling & Support,Well-Maintained Sidewalks,,,,Community Gardens,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11127986001,,,,,,Health Education/Wellness Programs,,,,Smoke-Free Environment,,,A Diversity-Tolerant Population,Affordable Housing,,,Clean Environment,,,,,,
11127057939,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11126670689,,,,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,Arts and Cultural Events,,Transportation Options,,,,,
11126574267,,Free or Low Cost Sports Equipment,,,,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11126531114,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11126456021,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11126413787,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,Farmers Markets,,,,,,Affordable Housing,,,,,,,,,
11126303848,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,,,,,,,,
11126297936,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,,A Diversity-Tolerant Population,,High Quality Jobs,,,,,,,,
11126081921,Healthier Menu Options at Restaurants,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11126004524,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,,,,,,,Churches,,
11125875565,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,Access to Trails and Parks,Counseling & Support,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,,
11125872405,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
