RespondID,No,PrimaryCare,EmergencyCare,DentalAdult,DentalChild,Hospital,Pediatric,Specialty,PharmacyMedication,MentalBehavioral,LegalCounsel,FoodPantryMeals,Shelter,UtilitiesAssistance,ChildCare,RentalHousingAssistance,SupportGroups,PreNatalMaternity,SubstanceAbuseTreatment,Other
11141935354,,,,,,,,,,,,,,,,,,,,out of the county so don't know about this county
11141889590,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter, Utilities Assistance,,,,, Substance Abuse Treatment,
11141752083,,,, Dental Care ,,, Pediatric Care,,,,,,,,,,,,,
11141702367,No,,,,,,,,,,,,,,,,,,,
11141624659,,,,,,,,,,,, Food Pantries/Meals,,, Child Care,,,,,
11141615451,,,,,,,,,,,,,,,,,,, Substance Abuse Treatment,
11141494985,,,,,,,,,,,, Food Pantries/Meals,,,,,,,,
11141300188,No,,,,,,,,,,,,,,,,,,,
11141222098,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11141189996,,"Yes, Primary Care",,, Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11140998605,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11140985811,,,,,,,,,,,,,,,,,,,,
11140913133,,,, Dental Care ,,,,,,,,,,,,,,,,
11140846801,,"Yes, Primary Care",,,,,,,,, Legal Counsel,,, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11140704603,No,,,,,,,,,,,,,,,,,,,
11140698385,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11140698362,No,,,,,,,,,,,,,,,,,,,
11140419656,,"Yes, Primary Care",, Dental Care ,,,,,,, Legal Counsel,,,,,,,,,
11140388179,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11140355196,,,,,,,,,,,,,,,,,,,,
11140347387,,,, Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,, Food Pantries/Meals,,,,,,,,
11140220155,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,,, Support Groups,,,
11140205095,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11140194394,No,,,,,,,,,,,,,,,,,,,
11140192296,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,counseling for students who are in desperate need
11139150276,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11138936139,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11138862235,,,,, Dental Care (for Children),,,,,,,,, Utilities Assistance,,, Support Groups,,,
11138743825,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11138715314,,,,,,,,,, Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,computers and internet for school children needing assistance.
11138592710,,,, Dental Care ,,,,,,,,,,,,,,, Substance Abuse Treatment,
11138538785,No,,,,,,,,,,,,,,,,,,,
11138529217,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,,,transportation
11138507458,,"Yes, Primary Care",,,,,,,,,, Food Pantries/Meals,, Utilities Assistance,, Rental/Housing Assistance,,,,
11138498002,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11138487982,,,,,,, Pediatric Care,,,,,,,, Child Care, Rental/Housing Assistance,,,,
11138466300,,"Yes, Primary Care",,,,, Pediatric Care,,,,,,,,,,,,,
11138393879,,"Yes, Primary Care",,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,, Child Care,,,,,
11138376727,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,, Support Groups,,,ABA therapy
11138316364,,,, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),,,,,,,, Rental/Housing Assistance,,,,
11138313382,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11138287555,,"Yes, Primary Care",,,, Hospital Care,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,,,,
11138224081,,,, Dental Care ,,,,,,,,,,,,,,,,
11138157561,,,,,,,,,"Yes, Pharmacy/Medication",, Legal Counsel,, Shelter, Utilities Assistance, Child Care,, Support Groups, Pre-Natal or Maternity Care,,
11138137550,,,,,,,,,,,,, Shelter,,,,,, Substance Abuse Treatment,
11138106278,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance, Support Groups,,,
11138045847,No,,,,,,,,,,,,,,,,,,,
11138019849,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,, Pre-Natal or Maternity Care,,
11138005454,,,,, Dental Care (for Children),, Pediatric Care,,,,,,,,,,,,,services for children with special needs
11137992851,No,,,,,,,,,,,,,,,,,,,
11137989208,No,,,,,,,,,,,,,,,,,,,
11137960114,,"Yes, Primary Care",,, Dental Care (for Children), Hospital Care,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11137925107,,"Yes, Primary Care",,,,, Pediatric Care,,,,, Food Pantries/Meals,,, Child Care, Rental/Housing Assistance,,,,
11137916021,,,,,, Hospital Care,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11137915849,No,,,,,,,,,,,,,,,,,,,
11137910097,,,, Dental Care ,, Hospital Care,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,, Child Care,, Support Groups,,,
11137886188,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,,,,,,
11137873081,,"Yes, Primary Care","Yes, Emergency Care",, Dental Care (for Children), Hospital Care, Pediatric Care,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,,,,, Substance Abuse Treatment,
11137848033,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11137754131,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11137741790,,,,,,,,,,,,,,,,,,,,affordable healthcare
11137720527,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11137712299,No,,,,,,,,,,,,,,,,,,,
11137706303,,,,, Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),,,,,,, Child Care,,,,,
11137686816,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11137678063,,,,,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11137657646,,,,,,,,,,,,, Shelter,,, Rental/Housing Assistance,,,,
11137629966,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11137621463,No,,,,,,,,,,,,,,,,,,,
11137547682,,,,,,,,,,,,, Shelter, Utilities Assistance, Child Care,,,,,
11137546607,,,,,,,,,, Mental & Behavioral Health Care,,,,,,, Support Groups,,,
11137545749,,"Yes, Primary Care",,, Dental Care (for Children),,,,,,,,,, Child Care,,,, Substance Abuse Treatment,
11137542900,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,, Child Care, Rental/Housing Assistance, Support Groups,,,
11137538172,,"Yes, Primary Care",,,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11137534789,,,,,,,,,,,,,,, Child Care,,,,,
11137526471,,,,,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11137498875,,,, Dental Care ,,,,,,,,,,,,,,,,
11137497087,,,,,,,,,,,,,,,,,,,,
11137490425,,,,,,,,,,,,,,,,,,,,
11137488277,No,,,,,,,,,,,,,,,,,,,
11137482537,,,"Yes, Emergency Care",,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,,, Support Groups,,,
11137478115,,"Yes, Primary Care",,,,,,,,,,,,,,,,, Substance Abuse Treatment,
11137477086,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11137458593,,,,,,,,,,,,,,,,,,,,
11137393620,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,, Shelter,,,,,,,
11137392091,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11137384639,,,,,,,,,,,,,,, Child Care,, Support Groups,,,
11137355166,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11137324489,,,, Dental Care ,,,,,,,,,,,,,,,,
11137323791,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11137322976,No,,,,,,,,,,,,,,,,,,,
11137319635,,,,,,,,,, Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11137309348,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,, Substance Abuse Treatment,
11137278716,,,,,,,,,, Mental & Behavioral Health Care,,,,,,, Support Groups,,,
11137273171,No,,,,,,,,,,,,,,,,,,,
11137271754,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,with horrible insurance large co-pays makes it hard to go to Dr. even when needed
11137269279,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,, Support Groups,,,
11137253190,,"Yes, Primary Care",, Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11137246262,No,,,,,,,,,,,,,,,,,,,
11137244681,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,, Child Care,,,,,
11137229215,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,, Support Groups,, Substance Abuse Treatment,
11137226266,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care,, Support Groups,, Substance Abuse Treatment,
11137221627,,,,,,,,,,,,,,,,,,,,
11137214994,,,,,,, Pediatric Care,,,,,,,,,,,,,Good Doctors in town
11137206795,,,,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11137203855,,,,,,,,,,,,,,,,,,,,
11137197785,No,,,,,,,,,,,,,,,,,,,
11137189640,No,,,,,,,,,,,,,,,,,,,I often go to other counties for quality care
11137180438,No,,,,,,,,,,,,,,,,,,,
11137179856,No,,,,,,,,,,,,,,,,,,,
11137168034,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,,,,, Substance Abuse Treatment,
11137162033,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,,,,, Substance Abuse Treatment,
11137155503,,,,,,, Pediatric Care,,,,,,,,,, Support Groups,,,
11137150343,,,,,,,, Specialty Care (Specify Under Other),,, Legal Counsel,,,,,,,,,Cardiac
11137147920,,,, Dental Care ,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11137139654,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,, Child Care,,,, Substance Abuse Treatment,
11137137366,,,,, Dental Care (for Children),,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11137134057,,,,, Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,,,
11137129074,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children),, Pediatric Care,,,,,,,,,,,,,
11137126379,,,, Dental Care , Dental Care (for Children),,,,,,,,,,,,,,,vision care
11137125150,,,,,,,,,,,,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11137119273,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication",,,,,,,,,, Substance Abuse Treatment,
11137113390,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11137113159,,,,, Dental Care (for Children),,,,,,,,,, Child Care, Rental/Housing Assistance,,,,
11137106222,,,,,,,,,,,,, Shelter,,,,,,,
11137105933,,,,,,,,,,,,,,,,,,,,
11137104397,,,, Dental Care ,,,,,,,,,,,, Rental/Housing Assistance,,,,
11137103951,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care,,,,,
11137102446,,,, Dental Care , Dental Care (for Children),,,,,,,, Shelter,,, Rental/Housing Assistance,,,,
11137088135,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,,,
11137085697,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11137082722,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,,,
11137079779,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,, Child Care,,,, Substance Abuse Treatment,
11137078837,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,,, Legal Counsel, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11137078151,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11137072694,,,,,,,,,,,,, Shelter, Utilities Assistance,,,,,,
11137067939,No,,,,,,,,,,,,,,,,,,,
11137067519,,,,,,,,,,,,,,,,,,,,
11137066390,No,,,,,,,,,,,,,,,,,,,
11137065810,,,,,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11137065271,,,, Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,,,
11137062434,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11137057202,,,,,,,,,,,,,,,,,,,,Nutritional Guidance and access to quality food
11137055157,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11137051829,No,,,,,,,,,,,,,,,,,,,
11137051255,,,, Dental Care ,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11137049306,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),,,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,Orthopedics
11137048670,,,,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,, Utilities Assistance,,,,,,
11137045372,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11137044019,,,,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,,,
11137035274,,,, Dental Care , Dental Care (for Children),,,,,,,,,,,,,,,
11137034761,No,,,,,,,,,,,,,,,,,,,
11137032978,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,, Rental/Housing Assistance, Support Groups,,,"Hormone, Pediatric Dermatology"
11137028862,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication",, Legal Counsel, Food Pantries/Meals,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11137022470,No,,,,,,,,,,,,,,,,,,,
11137020986,,,,,,,,,,,,,,,,,,,,affordable effective health care
11137017264,,,,,,,,,,,,,,,,,,,,I'm not sure
11137010616,,,"Yes, Emergency Care", Dental Care ,,,,,,,,,,,,,,,,
11137009190,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11137001398,No,,,,,,,,,,,,,,,,,,,
11136998009,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,, Utilities Assistance,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,Most Dr.'s in town do not take Medicaid.  MANY of our school families need to go out of town. Some all the way to Tampa.  There are no dentist in town who take medicaid other than Family Health Center
11136996319,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care,,,, Substance Abuse Treatment,
11136989188,,,,,,,,,,,,,,,,,,,,
11136977073,No,,,,,,,,,,,,,,,,,,,
11136972642,,,,,,,,,,,,,,,,,,,,
11136966719,No,,,,,,,,,,,,,,,,,,,
11136962243,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance, Support Groups,,,
11136961866,,,,, Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),,,,,,, Child Care,,,,,
11136959430,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11136957508,,"Yes, Primary Care",,,,,,,,, Legal Counsel,,,,,,,, Substance Abuse Treatment,
11136949762,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,, Child Care, Rental/Housing Assistance,,,,
11136949282,No,,,,,,,,,,,,,,,,,,,
11136947817,,,,,,,,,,,,,,,,,,,,
11136943624,,,,,,,,,,,,,,,,,,,,I would think that there are some individuals who have trouble accessing most of these
11136942467,,,,,,,,,,,,,,,,,,,,
11136939265,,,,,,,,,,,,,, Utilities Assistance,,,,,,
11136938345,No,,,,,,,,,,,,,,,,,,,
11136933756,,,,,,,,,,,,,,,,,,,,
11136929606,,,,,,,,,,,,,,,,, Support Groups,,,
11136928200,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11136925399,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11136922560,,,,,,,,,,,,,,,,,,,,
11136921897,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,,,,,,
11136914706,,,,,,,,,,,,,,,,,,,,
11136913683,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,,,
11136911984,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,,,
11136911694,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care,,,, Substance Abuse Treatment,
11136910108,,,,,,,,,,,,,,,,,,,,
11136907052,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11136905064,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11136903223,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11136901693,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11136901330,,,,,,,,,,,,,,,,,,,,
11136897266,,,,,,,,,,,,,,,,,,,,not sure
11136894826,,,, Dental Care , Dental Care (for Children), Hospital Care,,,"Yes, Pharmacy/Medication",,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,EYE CARE
11136894754,No,,,,,,,,,,,,,,,,,,,
11136891896,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,,,,,,
11136891159,,,,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,, Child Care,,,,,
11136888889,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11136887792,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),,,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11136887703,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,,,, Pre-Natal or Maternity Care,,
11136887637,No,,,,,,,,,,,,,,,,,,,
11136885974,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,, Child Care, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11136882740,,,, Dental Care ,,,,,,,,,,,, Rental/Housing Assistance,,,,
11136882470,,,,, Dental Care (for Children),,,,,,,,,,,,,,,Reputable hospitals with reputable physicians who are up with new medical/holistic treatments...able to acknowledge the idea that mind/body energy realize physical manifestations of disease.
11136880612,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11136880559,,,,,,,,,,,,,,,,,,,,Need activity bus for high school after school activities
11136880440,,,"Yes, Emergency Care",,,, Pediatric Care,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,, Child Care,,,,,
11136876890,No,,,,,,,,,,,,,,,,,,,
11136873488,,"Yes, Primary Care",,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,, Child Care,,,,,
11136872757,No,,,,,,,,,,,,,,,,,,,
11136869774,,,, Dental Care ,,,,,,, Legal Counsel, Food Pantries/Meals,, Utilities Assistance,, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11136869415,,,,,,,,,,,,,,,,,,,,
11136868205,No,,,,,,,,,,,,,,,,,,,
11136868180,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11136867502,No,,,,,,,,,,,,,,,,,,,
11136866712,No,,,,,,,,,,,,,,,,,,,
11136863703,,,,,,,,,,,,, Shelter,,,,,, Substance Abuse Treatment,
11136862974,,,,,,,, Specialty Care (Specify Under Other),,,,,,,, Rental/Housing Assistance,,,,Rheumatologist
11136862588,,,, Dental Care , Dental Care (for Children),,,,,,,,,,, Rental/Housing Assistance,,,,
11136862057,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,,,,,,,
11136859429,,,,, Dental Care (for Children),,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11136857682,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,,,
11136857642,,"Yes, Primary Care",,,,,,,,,,, Shelter,,, Rental/Housing Assistance,,,,
11136857290,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11136856698,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,, Child Care,,,,,
11136856058,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11136854536,,,,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance, Support Groups,,,
11136853806,,,,,,, Pediatric Care,,,,,,,,, Rental/Housing Assistance,,,,
11136852442,No,,,,,,,,,,,,,,,,,,,
11136850845,,,,,,, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,,,,
11136848277,,,,,,,,,,,,,,,,,,,,
11136847230,,,, Dental Care ,,,,,,,,,,,,,,,,
11136846678,,,"Yes, Emergency Care",,,,,,,,,,,,,,,,,
11136716294,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11136582696,,,,,,,,,,,,, Shelter,,,,,, Substance Abuse Treatment,
11135885066,,"Yes, Primary Care",,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11135847177,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11135844893,,,,,,,,,,,,,,, Child Care,,,,,
11135725170,,,,,,,,,,,,,,,,,,,,E n t doctors
11135723825,,"Yes, Primary Care","Yes, Emergency Care",,,,,,"Yes, Pharmacy/Medication",,,, Shelter, Utilities Assistance,,,,,,
11135361559,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",,, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11135337524,,"Yes, Primary Care","Yes, Emergency Care", Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals,, Utilities Assistance,, Rental/Housing Assistance,,,,
11134266915,No,,,,,,,,,,,,,,,,,,,
11134053340,No,,,,,,,,,,,,,,,,,,,
11133960112,No,,,,,,,,,,,,,,,,,,,
11133846050,,"Yes, Primary Care",,, Dental Care (for Children),,, Specialty Care (Specify Under Other),,,,,,,,,,,,"All medical specialties, especially pediatric specialists"
11133831339,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11133776748,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11133720675,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11132490960,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,, Shelter,,,, Support Groups,, Substance Abuse Treatment,
11132439930,,,,,,,,,,,,,,,,,,,,
11132293435,No,,,,,,,,,,,,,,,,,,,
11132278959,,,,,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11131228070,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11129974751,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,, Substance Abuse Treatment,
11129954385,,"Yes, Primary Care",, Dental Care ,,,,,,,, Food Pantries/Meals, Shelter,,,,,,,
11129761694,,,,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,, Child Care, Rental/Housing Assistance,,,,
11129747416,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11129603299,,,,,,,, Specialty Care (Specify Under Other),,,,, Shelter,,,,,, Substance Abuse Treatment,In network pediatric specialist
11129592957,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11129584688,,,,,,,,,,,, Food Pantries/Meals, Shelter,,,, Support Groups,, Substance Abuse Treatment,
11129574311,,,, Dental Care ,, Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),,,,,, Utilities Assistance, Child Care,,, Pre-Natal or Maternity Care,,Pediatric rehab - ASD programs
11129574281,,,,,, Hospital Care,,,,,,,,,,,,,,
11129563657,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
